10000,100.0,10000.0,2.561,45.366,1.876
20000,89.548,17909.333,9.6,155.95,25.896
30000,60.912,18273.667,10.062,162.953,74.337
40000,46.279,18512.667,10.269,166.348,152.179
50000,37.284,18642.0,10.371,168.099,264.696
60000,31.306,18782.333,10.454,169.489,417.847
70000,26.944,18861.333,10.531,170.487,617.766
80000,23.612,18889.889,10.576,171.054,868.315
90000,21.079,18972.667,10.617,172.027,1176.424
100000,18.993,18993.556,10.65,172.233,1547.93
