10000,100.0,10000.0,3.541,58.844,1.7
20000,89.451,17890.222,22.279,347.504,25.483
30000,60.95,18284.889,23.34,363.314,74.263
40000,46.251,18500.667,24.052,374.048,153.194
50000,37.298,18649.111,24.342,379.32,269.171
60000,31.287,18771.889,24.671,384.342,426.524
70000,26.946,18862.444,24.631,383.852,632.198
80000,23.673,18939.333,24.718,385.134,891.379
90000,21.021,18919.667,25.028,389.256,1210.757
100000,19.012,19010.778,25.22,392.61,1595.875
